CF
コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
5938,2021/03,151043000000,-54151000000,-93425000000,-54959000000,111061000000,10.96
5939,2021/03,336182000,-217005000,-32633000,-,1523866000,5.55
5940,2021/03,3487000000,-2351000000,1086000000,-2685000000,15886000000,3.77
5941,2021/03,1044270000,-458216000,-698408000,-412617000,3492318000,3.65
5942,2020/11,2975360000,-1301163000,-1279257000,-1365064000,3852835000,13.69
5943,2020/12,9415000000,-5432000000,-4317000000,-4789000000,30669000000,5.12
5945,2021/03,2436622000,-195223000,-356221000,-535605000,7038482000,22.11
5946,2020/12,3671000000,-1681000000,-1071000000,-,3853000000,8.44
5947,2021/03,49491000000,-15820000000,-7269000000,-13281000000,166524000000,14.37
5949,2021/03,5778000000,-28267000000,22858000000,-30551000000,23453000000,2.46
5950,2020/12,342589000,194788000,-605230000,-226289000,452866000,6.45
5951,2021/03,5527601000,-290821000,-355544000,-282327000,13222961000,24.15
5952,2021/03,175337000,-223428000,68645000,-245209000,636121000,3.98
5953,2021/03,302000000,-132000000,-96000000,-,2907000000,2.63
5955,2021/03,787298000,-155011000,-49000000,-171967000,2320568000,8.44
5956,2021/03,1326107000,-472648000,-646767000,-423558000,3819886000,6.19
5957,2020/12,3368561000,-3164145000,-871934000,-1457103000,8299433000,10.24
5958,2021/03,1467000000,-231000000,-243000000,-225000000,5746000000,5.71
5959,2020/12,4881000000,-1742000000,-1979000000,-1875000000,21982000000,7.73
5962,2021/03,191923000,-152244000,42917000,-161682000,836441000,2.32
5964,2021/03,509000000,-114000000,-151000000,-148000000,1756000000,11.07
5965,2020/12,1130764000,-1735997000,366467000,-1300120000,8537600000,5.28
5966,2021/03,789817000,-254748000,-179215000,-,3148741000,10.79
5967,2021/05,1050678000,-49075000,471873000,-,2374697000,17.17
5969,2021/03,537044000,-51044000,33640000,-49043000,2193062000,10.12
5970,2021/03,25120000000,-15527000000,-17343000000,-19567000000,25970000000,12
5971,2021/04,912228000,324605000,-362742000,-87876000,5082612000,11.29
5973,2021/03,848186000,-309879000,-1289252000,-232674000,2074303000,7.2
5974,2021/03,489000000,-336000000,-309000000,-400000000,316000000,3.8
5975,2021/03,24718000000,-33935000000,19515000000,-34554000000,39268000000,11.52
5976,2021/03,3969000000,-758000000,-1595000000,-1427000000,13309000000,9.32
5979,2021/03,446914000,-194447000,-212796000,-195280000,729494000,6.88
5981,2021/03,2834000000,-396000000,-2679000000,-1628000000,6086000000,4.79
5982,2021/02,1531115000,-1117356000,-901522000,-1157641000,22618706000,3.37
5983,2021/03,543030000,-190678000,-339827000,-190836000,4688085000,5.49
5984,2021/03,2737127000,-623049000,-259266000,-783851000,4923103000,17.07
5985,2021/03,3014000000,-4356000000,250000000,-,7570000000,7.51
5986,2021/03,774356000,-381369000,-85438000,-,3467025000,3.47
5987,2021/06,595190000,-410577000,28419000,-422871000,2641283000,11.75
5988,2021/03,7343000000,-2580000000,300000000,-2591000000,31161000000,14.64
5989,2021/03,14576000000,-12215000000,-11646000000,-10938000000,3595000000,8.89
5990,2021/03,-414536000,-497749000,1545827000,-490448000,2116127000,-5.67
5991,2021/03,29636000000,-24107000000,2792000000,-26913000000,78986000000,5.18
5992,2021/03,2616212000,-2257080000,1667624000,-3330246000,11681365000,3.5
5993,2021/02,1151172000,-599000,251830000,-246324000,6669022000,10.04
5994,2021/03,3250080000,-4076176000,2271107000,-,5900927000,9.38
5997,2020/12,1062660000,-526727000,-161182000,-524713000,3542414000,10.71
5998,2021/03,1404842000,327054000,-753815000,-951416000,3093069000,7.19
5999,2021/03,2685000000,-39000000,-1192000000,-200000000,7151000000,18.61
6005,2021/03,22982000000,-11073000000,-7991000000,-2352000000,37428000000,17.06
6013,2021/03,-1680000000,-2053000000,1903000000,-2354000000,42957000000,-1.14
6016,2021/03,-76447000,-1064193000,144554000,-1067787000,2892315000,-0.65
6018,2021/03,-140317000,-820313000,-214680000,-316158000,2909944000,-1.49
6022,2021/03,882000000,-276000000,278000000,-,2424423000,11.04
6023,2021/03,3035164000,-1847235000,-2310299000,-1908689000,19509511000,5.35
6025,2021/08,133000000,-116000000,-151000000,-66846000,627565000,2.14
6026,2020/12,-11537000,-69687000,-72102000,-101472000,407631000,-0.43
6027,2021/03,569975000,-310719000,936000,-284128000,1457980000,10.72
6028,2021/06,22081000000,-1374000000,-11114000000,-265000000,7000000,13.69
6029,2020/12,272183000,-188438000,265671000,-227236000,1712391000,11.22
6030,2021/06,-251816000,-628268000,-893417000,-46158000,5105449000,-0.69
6031,2021/06,-89752000,-13184000,24999000,-10373000,245617000,-6.44
6032,2021/03,-220393000,37962000,-289190000,-200665000,1121363000,-13.23
6033,2021/03,846027000,-358092000,-313310000,-29530000,1796348000,13.58
6034,2020/12,294969000,-64614000,-397413000,-32989000,1586171000,11.51
6035,2021/03,2398311000,-366630000,-1419921000,-320090000,5388053000,28.95
6036,2021/06,3093641000,-739957000,-2731579000,-664445000,1517132000,26.21
6037,2021/07,665133000,-92524000,-299913000,-25931000,3572957000,38.75
6038,2021/06,375817000,157057000,355868000,-210528000,2928688000,6.95
6039,2021/03,504393000,-69570000,-469428000,-65506000,1114671000,17.71
6040,2021/07,-209981000,-1100029000,-1370124000,-1089555000,1957113000,-4.62
6042,2021/03,496398000,-650144000,-180067000,-810655000,3715523000,8.42
6044,2021/05,666108000,-110269000,183735000,-89241000,1645307000,5.78
6045,2021/03,484706000,-31895000,363781000,-21436000,2600478000,3.92
6046,2021/09,-149000000,41000000,120000000,-7701000,1830273000,-22.24
6047,2021/05,983000000,-1079000000,-1000000,-6000000,8952000000,11.03
6048,2021/08,218000000,8000000,-66000000,-2540000,2569000000,11.88
6049,2020/10,778916000,-1847385000,6051000,-113028000,3256285000,20.17
6050,2021/09,1629000000,-837000000,-470000000,-64964000,3693310000,16.4
6054,2020/12,-1991096000,-12457000,-197574000,-8162000,3031742000,-48.81
6055,2021/03,5940316000,-771465000,-1512952000,-118628000,9514588000,16.85
6058,2021/02,2129000000,644000000,209000000,-543186000,10852000000,5.71
6059,2021/03,-857323000,-1272616000,2269938000,-1650988000,10509363000,-3.6
6060,2021/03,374015000,664151000,-584745000,-179586000,3008700000,4.68
6061,2021/06,1302915000,-549473000,-134064000,-289051000,3896530000,13.62
6062,2021/06,2558781000,-3704763000,1472785000,-2434777000,5940654000,11.13
6063,2020/12,404801000,-2279000,115003000,-16089000,1580416000,17.98
6064,2020/09,764203000,116955000,2606190000,-,5181296000,19.25
6065,2020/04,1685853000,-3628880000,3511336000,-3200877000,5359053000,7.34
6067,2020/12,725260000,-48741000,2020038000,-96123000,4161559000,6.55
6069,2021/03,542346000,-17717000,-88394000,-36257000,1408919000,16.27
6070,2021/02,2743709000,-48004000,-177041000,-77474000,6435394000,9.06
6071,2020/12,1042811000,-1311747000,1728660000,-347395000,5953658000,7.98
6072,2021/03,-58171000,-23896000,161352000,-25059000,550865000,-2.92
6073,2021/03,929514000,-309807000,-2991774000,-,6675208000,6.7
6074,2021/03,-437591000,-349229000,1094633000,-382578000,948026000,-6.74
6076,2020/11,1287000000,-2079000000,-547000000,-,455000000,11.35
6077,2020/12,490897000,-57129000,-65809000,-35155000,1345923000,4.18
6078,2020/12,582005000,-1366131000,1138928000,-1390629000,2719011000,12.95
6080,2021/09,6014000000,-913000000,798000000,-68423000,23261477000,39.67
6081,2020/12,195767000,174869000,146817000,-96710000,1170897000,4.67
6082,2021/03,2360983000,-330506000,-626469000,-400101000,5400424000,9.3
6083,2021/05,209062000,114386000,-422223000,-,2626384000,1.45
6085,2021/03,-142312000,-4236000,297934000,-23460000,236927000,-21.08
6086,2021/02,212731000,-229896000,-179722000,-18234000,2742674000,1.48
6087,2021/09,315000000,665000000,-407000000,-132202000,3590970000,3.49
6088,2021/03,1598103000,285102000,-783648000,-187407000,5275769000,11.4
6089,2021/03,4316000000,-433000000,-2646000000,-,7455000000,3.65
6090,2021/06,-34171000,-25986000,86218000,-27869000,1245050000,-3.04
6091,2021/07,614338000,-764690000,-554754000,-393166000,8012235000,4.46
6092,2021/03,297156000,-2159510000,928537000,-1730983000,1985292000,4.34
6093,2021/02,414951000,110214000,69156000,-59782000,2626581000,13.5
6094,2021/09,1902000000,-1344000000,-4632000000,-267715000,5996667000,6.45
6095,2021/09,1361000000,-345000000,-15000000,-247996000,5701332000,18.31
6096,2021/03,1089970000,-335111000,-54866000,-318955000,2866371000,20.44
6098,2021/03,286597000000,-40373000000,-172713000000,-14015000000,501043000000,12.63
6099,2020/12,1947758000,-648329000,-273824000,-87400000,4473388000,7.48
6101,2021/03,6784000000,1432000000,-2781000000,-2311000000,17207000000,11
6103,2021/03,18962000000,-5872000000,-4072000000,-4316000000,54078000000,15.37
6104,2021/03,192000000,-1537000000,-4956000000,-1764000000,42417000000,0.21
6111,2021/03,2050587000,-366632000,1051275000,-685438000,6976589000,17.44
6113,2021/03,57579000000,-8727000000,-22896000000,-16195000000,75868000000,22.99
6118,2021/03,7263000000,-1921000000,-3770000000,-1253000000,31700000000,12.5
6121,2021/03,454970000,-1255995000,2035177000,-1359525000,9796144000,2.69
6125,2021/03,5922000000,-919000000,-3690000000,-848000000,4778000000,19.5
6131,2021/03,510047000,-62714000,-580862000,-175493000,903481000,8.84
6134,2021/03,30870000000,-10471000000,-4577000000,-,60388000000,22.67
6135,2021/03,18036000000,-6568000000,6022000000,-5394000000,74644000000,15.45
6136,2020/11,17038000000,-17133000000,9658000000,-10117000000,33299000000,16.32
6137,2021/03,3144000000,-2157000000,318000000,-1579000000,10571000000,8.01
6138,2021/03,1165060000,-1073960000,213198000,-1077403000,1577308000,16.43
6140,2021/03,-90000000,-4289000000,-604000000,-6456000000,10649000000,-0.3
6141,2020/12,13647000000,-18859000000,10792000000,-12062000000,33754000000,4.16
6142,2021/02,1448563000,-1220933000,-94307000,-1059577000,8189607000,8.35
6143,2020/12,5270000000,-1410000000,1665000000,-1713000000,38255000000,9.08
6144,2021/03,4295432000,-445622000,-536427000,-426024000,10824517000,17.43
6145,2021/03,2687688000,-688739000,-681559000,-752365000,10110488000,12.19
6146,2021/03,56709000000,-13107000000,-15825000000,-21113000000,109809000000,31.01
6147,2021/03,270924000,3262000,-151584000,-171321000,245130000,11.69
6149,2020/12,1914362000,-1301301000,2868085000,-1389762000,5945249000,17.08
6150,2021/05,-138916000,8235000,-67549000,-62802000,266653000,-3.97
6151,2021/03,3758000000,-6115000000,-1643000000,-1652000000,9270000000,16.68
6155,2021/03,1682000000,-19000000,-366000000,-125000000,4534000000,12.52
6156,2021/06,392250000,-137543000,-240581000,-136003000,1043113000,23.49
6157,2021/03,2526121000,-187253000,-438380000,-462111000,7274235000,31.19
6158,2021/03,-311064000,-108405000,563060000,-108404000,4692155000,-7.39
6159,2021/08,1500000000,96000000,-487000000,-114973000,4569669000,37.41
6161,2021/03,981103000,-9770000,-243565000,-45797000,1210747000,18.53
6164,2020/12,1624347000,-39431000,-309719000,-41308000,2721136000,22.94
6165,2021/03,2942775000,-670198000,-1684722000,-583628000,3962135000,9.07
6166,2021/03,530798000,161529000,-1466679000,-123114000,3027221000,13.95
6167,2021/03,1483000000,-283000000,-636000000,-431000000,6377000000,10.41
6171,2020/12,519315000,-239761000,13255000,-199007000,1181916000,8.37
6172,2020/12,271000000,-147000000,1866000000,-,6648000000,3.16
6173,2021/02,154405000,-685856000,588384000,-40230000,786669000,2.56
6175,2021/06,426388000,-118128000,-156505000,-102027000,3365770000,3.04
6176,2021/09,136000000,-32000000,-286000000,-28109000,1433838000,4.13
6177,2020/12,-171918000,-84697000,-130341000,-1372000,472444000,-31.4
6178,2021/03,6965155000000,2015201000000,50578000000,-226848000000,62637954000000,59.43
6180,2020/12,168199000,-106544000,-170707000,-33424000,2197153000,3.36
6181,2021/03,-1514658000,-447294000,1483643000,-562731000,562556000,-34.2
6182,2021/02,1351742000,-1919555000,1866436000,-1070476000,2288014000,33.16
6183,2021/02,14886000000,-3177000000,-13955000000,-1695000000,5518000000,10.97
6184,2021/01,205777000,-170772000,30830000,-171320000,2245251000,6.35
6185,2021/03,640993000,-2246318000,1556593000,-795941000,2050577000,5.29
6186,2021/03,-717838000,-369753000,1298360000,-,1533346000,-5.07
6187,2021/03,1246491000,-2003385000,-686266000,-1016031000,1239105000,7.73
6188,2020/12,355005000,-417597000,293492000,-394606000,1773419000,5.18
6189,2021/09,1235000000,-907000000,-816000000,-791000000,1327000000,5.25
6190,2021/03,-101909000,-184775000,-160194000,-182316000,1327813000,-10.05
6191,2021/09,4190000000,-804000000,-1760000000,-156000000,8771000000,23.72
6192,2021/09,363000000,-84000000,1278000000,-35010000,3020665000,9.66
6193,2021/03,495120000,-158601000,-97689000,-137407000,447570000,8.79
6194,2021/09,1091000000,-173000000,0,-19319000,4834986000,24.44
6195,2021/06,-2847320000,4057000,3475382000,-20896000,1921974000,-8.23
6196,2021/09,1500000000,-400000000,-404000000,-278913000,8567428000,16.6
6197,2021/03,6728000000,-3816000000,-5721000000,-950000000,8953000000,6.34
6198,2020/09,263502000,-68184000,180464000,-46855000,1587566000,2.15
6199,2021/08,1467000000,-186000000,-154000000,-70627000,5409507000,9.61
6200,2021/09,2356000000,-1544000000,-408000000,-1540710000,2624111000,31.41
6201,2021/03,382386000000,-404164000000,-105477000000,-222360000000,238248000000,18.05
6203,2021/03,-1270000000,-635000000,1881000000,-753000000,3427000000,-6.77
6205,2021/03,1972000000,-219000000,1765000000,-517000000,6417000000,16.32
6208,2021/03,198148000,-182319000,-102890000,-,850904000,1.74
6210,2021/03,3778000000,-1321000000,-344000000,-1301000000,7183000000,15.19
6217,2020/11,-3522000000,-1174000000,4366000000,-1562000000,6860000000,-16.89
6218,2021/03,884000000,-1353000000,-313000000,-1247000000,4940000000,4
6222,2021/03,5937000000,1299000000,-3776000000,-1133000000,25582000000,24.24
6227,2021/06,1609826000,-575275000,-1410462000,-575709000,2107755000,10
6229,2021/03,1093416000,-1902792000,1242086000,-1300505000,2487034000,12.48
6230,2021/03,991601000,-570944000,390971000,-497382000,1717411000,4.47
6231,2021/03,1818472000,-1730182000,1013331000,-1770238000,2341386000,17.28
6232,2021/03,-1163945000,-746207000,26377000,-127744000,1891731000,-187.52
6233,2020/09,124059000,-32338000,-70960000,-60734000,1046348000,1.55
6235,2020/12,-535372000,-1047514000,-2466908000,-793833000,22722838000,-1.43
6236,2021/03,464883000,282274000,-372284000,-108591000,5588402000,3.42
6237,2021/03,2089531000,-920113000,149076000,-,6936133000,7.42
6238,2021/03,2795002000,-2146456000,-1100454000,-2139968000,12255623000,11.28
6239,2021/06,1693909000,-317580000,-792590000,-141429000,1584985000,27.05
6240,2021/03,87254000,-4399449000,3212542000,-4420449000,7197536000,0.6
6245,2021/03,1971388000,668941000,-723959000,-751497000,13548342000,7.64
6246,2021/03,5161102000,-363403000,-525032000,-431697000,10361183000,63.8
6247,2021/03,3933000000,-563000000,-803000000,-,13922000000,13.83
6248,2021/03,252243000,-40768000,-74969000,-40548000,1420718000,13.79
6249,2021/03,514000000,-5087000000,-1223000000,-399000000,12452000000,4.87
6250,2020/12,11883000000,-2724000000,-2127000000,-,13243000000,9
6254,2021/03,5955395000,-433478000,-937841000,-155367000,7962468000,19.62
6255,2021/08,1629000000,-232000000,-126000000,-,3326108000,31.22
6257,2021/03,-52000000,-1363000000,-1119000000,-1995000000,18286000000,-0.19
6258,2021/03,690065000,-2378900000,3536717000,-2336216000,12685736000,1.06
6262,2021/03,2257149000,643393000,-145990000,-467129000,8273911000,18.17
6264,2021/08,1062000000,-809000000,-291000000,-813522000,2505000000,19.78
6265,2020/12,508705000,-210374000,-35053000,-199834000,1889555000,23.3
6266,2020/12,2178462000,-877774000,-1059384000,-605548000,2749568000,11.16
6267,2021/07,1447332000,-64524000,-213729000,-68346000,2859271000,16.47
6268,2020/12,34203000000,-10710000000,-17497000000,-17148000000,64665000000,12.24
6269,2020/12,31004000000,-742000000,-13888000000,-,64746000000,10
6271,2021/03,1831000000,2780000000,-617000000,-633000000,12686000000,11.78
6272,2021/03,2715645000,-573497000,380116000,-1774966000,7484219000,12.19
6273,2021/03,120473000000,73440000000,-56009000000,-29297000000,561540000000,21.82
6276,2020/12,223592000,-176257000,-49644000,-65021000,1305446000,8.31
6277,2021/09,6087000000,-2613000000,-1687000000,-2767000000,19812000000,10.02
6278,2020/12,5071000000,684000000,-1112000000,-1576417000,15550000000,22.22
6279,2021/02,1817837000,-10001573000,4660250000,-8200949000,5754218000,7.87
6281,2021/03,3430666000,-2446328000,-655139000,-2421455000,5570484000,10.25
6282,2021/03,4139000000,-4171000000,-1030000000,-4275000000,20587000000,7.81
6284,2021/09,5580000000,-1876000000,-2877000000,-1820000000,20389000000,15.55
6286,2021/03,2512208000,-1306703000,607723000,-1208509000,6348526000,7.93
6287,2021/03,5806000000,-102000000,-7131000000,-4321000000,22580000000,5.32
6289,2021/08,7768000000,-5337000000,-2197000000,-2080000000,5666000000,28.13
6291,2020/12,914336000,-761886000,1004717000,-706275000,5894750000,7.32
6292,2021/03,1874289000,-159768000,-589201000,-118561000,6630410000,11.16
6293,2021/03,4693000000,-540000000,1831000000,-540000000,14119000000,11.28
6294,2021/03,2171487000,-1127292000,69885000,-998339000,4274283000,12.34
6295,2020/12,1155950000,-267279000,-112023000,-256030000,4490179000,18.53
6297,2021/03,-48793000,39264000,298625000,-,1387502000,-0.65
6298,2021/03,3477000000,-540000000,548000000,-510000000,9932000000,14.37
6299,2021/03,-1044000000,-1941000000,2398000000,-1694000000,4757000000,-0.93
6301,2021/03,354129000000,-163057000000,-199667000000,-,241803000000,16.17
6302,2021/03,64131000000,-43729000000,-7959000000,-,96242000000,7.55
6303,2021/03,3326000000,-476000000,-966000000,-433000000,7027000000,27.88
6305,2021/03,91339000000,-32281000000,-46011000000,-28311000000,80330000000,11.23
6306,2021/03,2784000000,-1867000000,-1129000000,-,12444000000,7.35
6307,2021/03,728468000,-72070000,-449102000,-65127000,1385835000,13.64
6309,2020/10,661786000,-485922000,-468981000,-418364000,11857553000,1.69
6310,2020/12,9694000000,-5167000000,-2179000000,-,10752000000,6.49
6312,2021/02,2280475000,-1726445000,-371966000,-477641000,4498482000,13.6
6315,2021/03,5311846000,-2768283000,-2240677000,-,10268427000,17.88
6316,2021/09,1927000000,-1061000000,-998000000,-1062000000,4012000000,5.14
6317,2021/03,3105000000,-3301000000,1096000000,-3583000000,10349000000,6.37
6319,2021/03,1040301000,-4673608000,-1444575000,-870382000,5255895000,6.84
6322,2021/03,1135184000,-80968000,-327219000,-71744000,3292029000,13.73
6323,2021/02,8157859000,-2658728000,-1449883000,-2446904000,16825096000,16.06
6324,2021/03,9555003000,-4180523000,-3611531000,-1385657000,19996738000,25.8
